UID,Province_State,Combined_Key,7/11/20,7/12/20,7/13/20,7/14/20
84034033,New Jersey,"Salem, New Jersey, US",78,78,78,78
84034035,New Jersey,"Somerset, New Jersey, US",551,551,551,551
84034037,New Jersey,"Sussex, New Jersey, US",194,194,195,195
84034039,New Jersey,"Union, New Jersey, US",1343,1343,1343,1344
84034041,New Jersey,"Warren, New Jersey, US",167,167,167,167
84035001,New Mexico,"Bernalillo, New Mexico, US",95,96,96,97
84035003,New Mexico,"Catron, New Mexico, US",1,1,1,1
84035005,New Mexico,"Chaves, New Mexico, US",2,2,3,3
84035006,New Mexico,"Cibola, New Mexico, US",14,14,14,14
84035007,New Mexico,"Colfax, New Mexico, US",1,1,1,1
84035009,New Mexico,"Curry, New Mexico, US",1,1,1,1
84035011,New Mexico,"De Baca, New Mexico, US",0,0,0,0
84035013,New Mexico,"Dona Ana, New Mexico, US",11,11,11,11
84035015,New Mexico,"Eddy, New Mexico, US",1,1,1,1
84035017,New Mexico,"Grant, New Mexico, US",0,0,0,0
84035019,New Mexico,"Guadalupe, New Mexico, US",0,0,0,0
84035021,New Mexico,"Harding, New Mexico, US",0,0,0,0
84035023,New Mexico,"Hidalgo, New Mexico, US",0,0,0,0
84035025,New Mexico,"Lea, New Mexico, US",0,0,0,0
84035027,New Mexico,"Lincoln, New Mexico, US",0,0,0,0
84035028,New Mexico,"Los Alamos, New Mexico, US",0,0,0,0
84035029,New Mexico,"Luna, New Mexico, US",3,3,3,3
84035031,New Mexico,"McKinley, New Mexico, US",190,190,191,192
84035033,New Mexico,"Mora, New Mexico, US",0,0,0,0
84035035,New Mexico,"Otero, New Mexico, US",9,9,9,9
84035037,New Mexico,"Quay, New Mexico, US",1,1,1,1
84035039,New Mexico,"Rio Arriba, New Mexico, US",1,1,1,1
84035041,New Mexico,"Roosevelt, New Mexico, US",1,1,1,1
84035043,New Mexico,"Sandoval, New Mexico, US",30,30,30,30
84035045,New Mexico,"San Juan, New Mexico, US",170,171,172,173
84035047,New Mexico,"San Miguel, New Mexico, US",0,0,0,0
84035049,New Mexico,"Santa Fe, New Mexico, US",3,3,3,3
84035051,New Mexico,"Sierra, New Mexico, US",0,0,0,0
84035053,New Mexico,"Socorro, New Mexico, US",5,5,5,5
84035055,New Mexico,"Taos, New Mexico, US",1,1,1,1
84035057,New Mexico,"Torrance, New Mexico, US",1,1,1,1
84035059,New Mexico,"Union, New Mexico, US",0,0,0,0
84035061,New Mexico,"Valencia, New Mexico, US",2,2,2,2
84036001,New York,"Albany, New York, US",121,121,121,121
84036003,New York,"Allegany, New York, US",1,1,1,1
84036005,New York,"Bronx, New York, US",0,0,0,0
84036007,New York,"Broome, New York, US",60,60,60,60
84036009,New York,"Cattaraugus, New York, US",6,6,6,6
84036011,New York,"Cayuga, New York, US",2,2,2,2
84036013,New York,"Chautauqua, New York, US",7,7,7,7
84036015,New York,"Chemung, New York, US",2,2,2,2
84036017,New York,"Chenango, New York, US",6,6,6,6
84036019,New York,"Clinton, New York, US",4,4,4,4
84036021,New York,"Columbia, New York, US",37,37,37,37
84036023,New York,"Cortland, New York, US",0,0,0,0
84036025,New York,"Delaware, New York, US",4,4,4,4
84036027,New York,"Dutchess, New York, US",152,152,152,152
84036029,New York,"Erie, New York, US",644,644,646,646
84036031,New York,"Essex, New York, US",0,0,0,0
84036033,New York,"Franklin, New York, US",0,0,0,0
84036035,New York,"Fulton, New York, US",24,24,24,24
84036037,New York,"Genesee, New York, US",5,5,5,5
84036039,New York,"Greene, New York, US",18,18,18,18
84036041,New York,"Hamilton, New York, US",0,0,0,0
84036043,New York,"Herkimer, New York, US",4,4,4,4
84036045,New York,"Jefferson, New York, US",0,0,0,0
84036047,New York,"Kings, New York, US",0,0,0,0
84036049,New York,"Lewis, New York, US",0,0,0,0
84036051,New York,"Livingston, New York, US",8,8,8,8
84036053,New York,"Madison, New York, US",17,17,17,17
84036055,New York,"Monroe, New York, US",277,277,277,277
84036057,New York,"Montgomery, New York, US",4,4,4,4
84036059,New York,"Nassau, New York, US",2190,2190,2190,2190
84036061,New York,"New York City, New York, US",23278,23283,23323,23336
84036063,New York,"Niagara, New York, US",94,94,94,94
84036065,New York,"Oneida, New York, US",104,104,104,104
84036067,New York,"Onondaga, New York, US",190,190,191,191
84036069,New York,"Ontario, New York, US",33,33,33,33
84036071,New York,"Orange, New York, US",484,484,484,484
84036073,New York,"Orleans, New York, US",54,54,54,54
84036075,New York,"Oswego, New York, US",3,3,3,3
84036077,New York,"Otsego, New York, US",5,5,5,5
84036079,New York,"Putnam, New York, US",63,63,63,63
84036081,New York,"Queens, New York, US",0,0,0,0
84036083,New York,"Rensselaer, New York, US",30,30,30,30
84036085,New York,"Richmond, New York, US",0,0,0,0
84036087,New York,"Rockland, New York, US",670,670,670,670
84036089,New York,"St. Lawrence, New York, US",2,2,2,2
84036091,New York,"Saratoga, New York, US",17,17,17,17
84036093,New York,"Schenectady, New York, US",37,37,37,37
84036095,New York,"Schoharie, New York, US",0,0,0,0
84036097,New York,"Schuyler, New York, US",0,0,0,0
84036099,New York,"Seneca, New York, US",0,0,0,0
84036101,New York,"Steuben, New York, US",41,41,41,41
84036103,New York,"Suffolk, New York, US",1993,1993,1993,1993
84036105,New York,"Sullivan, New York, US",48,48,48,48
84036107,New York,"Tioga, New York, US",24,24,24,24
84036109,New York,"Tompkins, New York, US",0,0,0,0
84036111,New York,"Ulster, New York, US",86,86,88,88
84036113,New York,"Warren, New York, US",33,33,33,33
84036115,New York,"Washington, New York, US",14,14,14,14
84036117,New York,"Wayne, New York, US",3,3,3,3
84036119,New York,"Westchester, New York, US",1433,1435,1435,1435
84036121,New York,"Wyoming, New York, US",5,5,5,5
84036123,New York,"Yates, New York, US",6,6,6,6
84037001,North Carolina,"Alamance, North Carolina, US",37,37,37,38
84037003,North Carolina,"Alexander,North Carolina,US",1,1,1,1
84037005,North Carolina,"Alleghany, North Carolina, US",0,0,0,0
84037007,North Carolina,"Anson, North Carolina, US",2,2,2,2
84037009,North Carolina,"Ashe, North Carolina, US",1,1,1,1
84037011,North Carolina,"Avery, North Carolina, US",0,0,0,0
84037013,North Carolina,"Beaufort, North Carolina, US",0,0,0,0
84037015,North Carolina,"Bertie, North Carolina, US",4,4,4,4
84037017,North Carolina,"Bladen, North Carolina, US",5,5,5,5
84037019,North Carolina,"Brunswick, North Carolina, US",8,8,8,10
84037021,North Carolina,"Buncombe, North Carolina, US",31,31,31,40
84037023,North Carolina,"Burke, North Carolina, US",21,21,21,21
84037025,North Carolina,"Cabarrus, North Carolina, US",33,33,33,33
84037027,North Carolina,"Caldwell, North Carolina, US",6,6,6,8
84037029,North Carolina,"Camden, North Carolina, US",1,1,1,1
84037031,North Carolina,"Carteret, North Carolina, US",4,4,4,4
84037033,North Carolina,"Caswell, North Carolina, US",2,2,2,2
84037035,North Carolina,"Catawba, North Carolina, US",14,14,14,14
84037037,North Carolina,"Chatham, North Carolina, US",45,45,45,46
84037039,North Carolina,"Cherokee, North Carolina, US",2,2,2,2
84037041,North Carolina,"Chowan, North Carolina, US",0,0,0,0
84037043,North Carolina,"Clay, North Carolina, US",0,0,0,0
84037045,North Carolina,"Cleveland, North Carolina, US",8,8,8,9
84037047,North Carolina,"Columbus, North Carolina, US",39,39,39,39
84037049,North Carolina,"Craven, North Carolina, US",8,8,8,8
84037051,North Carolina,"Cumberland, North Carolina, US",41,41,41,43
84037053,North Carolina,"Currituck, North Carolina, US",0,0,0,0
84037055,North Carolina,"Dare, North Carolina, US",1,1,1,1
84037057,North Carolina,"Davidson, North Carolina, US",15,15,15,16
84037059,North Carolina,"Davie, North Carolina, US",4,4,4,4
84037061,North Carolina,"Duplin, North Carolina, US",33,33,33,33
84037063,North Carolina,"Durham, North Carolina, US",68,68,70,71
84037065,North Carolina,"Edgecombe, North Carolina, US",9,9,9,9
84037067,North Carolina,"Forsyth, North Carolina, US",39,40,40,40
84037069,North Carolina,"Franklin, North Carolina, US",21,21,21,22
84037071,North Carolina,"Gaston, North Carolina, US",15,15,15,16
84037073,North Carolina,"Gates, North Carolina, US",2,2,2,2
84037075,North Carolina,"Graham, North Carolina, US",0,0,0,0
84037077,North Carolina,"Granville, North Carolina, US",24,24,24,25
84037079,North Carolina,"Greene, North Carolina, US",3,3,3,3
84037081,North Carolina,"Guilford, North Carolina, US",125,125,125,128
84037083,North Carolina,"Halifax, North Carolina, US",4,4,4,4
84037085,North Carolina,"Harnett, North Carolina, US",32,32,32,32
84037087,North Carolina,"Haywood, North Carolina, US",0,0,0,0
84037089,North Carolina,"Henderson, North Carolina, US",51,51,51,51
84037091,North Carolina,"Hertford, North Carolina, US",10,10,10,11
84037093,North Carolina,"Hoke, North Carolina, US",5,5,5,5
84037095,North Carolina,"Hyde, North Carolina, US",0,0,0,0
84037097,North Carolina,"Iredell, North Carolina, US",10,10,10,10
84037099,North Carolina,"Jackson, North Carolina, US",1,1,1,1
84037101,North Carolina,"Johnston, North Carolina, US",35,35,35,35
84037103,North Carolina,"Jones, North Carolina, US",3,3,3,3
84037105,North Carolina,"Lee, North Carolina, US",8,8,8,8
84037107,North Carolina,"Lenoir, North Carolina, US",11,11,11,11
84037109,North Carolina,"Lincoln, North Carolina, US",2,2,2,2
84037111,North Carolina,"McDowell, North Carolina, US",2,2,2,2
84037113,North Carolina,"Macon, North Carolina, US",3,3,3,3
84037115,North Carolina,"Madison, North Carolina, US",0,0,0,0
84037117,North Carolina,"Martin, North Carolina, US",5,5,5,6
84037119,North Carolina,"Mecklenburg, North Carolina, US",159,159,163,163
84037121,North Carolina,"Mitchell, North Carolina, US",0,0,0,1
84037123,North Carolina,"Montgomery, North Carolina, US",9,9,9,9
84037125,North Carolina,"Moore, North Carolina, US",15,15,15,15
84037127,North Carolina,"Nash, North Carolina, US",6,6,6,6
84037129,North Carolina,"New Hanover, North Carolina, US",8,8,8,8
84037131,North Carolina,"Northampton, North Carolina, US",16,16,16,16
84037133,North Carolina,"Onslow, North Carolina, US",4,4,4,4
84037135,North Carolina,"Orange, North Carolina, US",42,43,43,43
84037137,North Carolina,"Pamlico, North Carolina, US",1,1,1,1
84037139,North Carolina,"Pasquotank, North Carolina, US",17,17,17,17
84037141,North Carolina,"Pender, North Carolina, US",2,2,2,2
84037143,North Carolina,"Perquimans, North Carolina, US",2,2,2,2
84037145,North Carolina,"Person, North Carolina, US",1,1,1,1
84037147,North Carolina,"Pitt, North Carolina, US",9,9,9,9
84037149,North Carolina,"Polk, North Carolina, US",4,4,4,4
84037151,North Carolina,"Randolph, North Carolina, US",32,32,32,33
84037153,North Carolina,"Richmond, North Carolina, US",7,7,7,7
84037155,North Carolina,"Robeson, North Carolina, US",44,44,44,44
84037157,North Carolina,"Rockingham, North Carolina, US",2,2,2,2
84037159,North Carolina,"Rowan, North Carolina, US",44,44,44,44
84037161,North Carolina,"Rutherford, North Carolina, US",10,10,10,10
84037163,North Carolina,"Sampson, North Carolina, US",7,7,7,7
84037165,North Carolina,"Scotland, North Carolina, US",2,2,2,2
84037167,North Carolina,"Stanly, North Carolina, US",5,5,5,6
84037169,North Carolina,"Stokes, North Carolina, US",1,1,1,1
84037171,North Carolina,"Surry, North Carolina, US",2,2,3,3
84037173,North Carolina,"Swain, North Carolina, US",1,1,1,1
84037175,North Carolina,"Transylvania, North Carolina, US",1,1,1,1
84037177,North Carolina,"Tyrrell, North Carolina, US",1,1,1,1
84037179,North Carolina,"Union, North Carolina, US",25,26,26,27
84037181,North Carolina,"Vance, North Carolina, US",40,40,40,40
84037183,North Carolina,"Wake, North Carolina, US",66,71,71,76
84037185,North Carolina,"Warren, North Carolina, US",6,6,6,6
84037187,North Carolina,"Washington, North Carolina, US",3,3,3,3
84037189,North Carolina,"Watauga, North Carolina, US",0,0,0,0
84037191,North Carolina,"Wayne, North Carolina, US",30,30,30,32
84037193,North Carolina,"Wilkes, North Carolina, US",6,7,7,7
84037195,North Carolina,"Wilson, North Carolina, US",24,24,24,27
84037197,North Carolina,"Yadkin, North Carolina, US",5,5,5,5
84037199,North Carolina,"Yancey, North Carolina, US",0,0,0,0
84038001,North Dakota,"Adams, North Dakota, US",0,0,0,0
84038003,North Dakota,"Barnes, North Dakota, US",0,0,0,0
84038005,North Dakota,"Benson, North Dakota, US",0,0,0,0
84038007,North Dakota,"Billings, North Dakota, US",0,0,0,0
84038009,North Dakota,"Bottineau, North Dakota, US",0,0,0,0
84038011,North Dakota,"Bowman, North Dakota, US",0,0,0,0
84038013,North Dakota,"Burke, North Dakota, US",0,0,0,0
84038015,North Dakota,"Burleigh, North Dakota, US",0,0,0,0
84038017,North Dakota,"Cass, North Dakota, US",72,72,72,73
84038019,North Dakota,"Cavalier, North Dakota, US",0,0,0,0
84038021,North Dakota,"Dickey, North Dakota, US",0,0,0,0
84038023,North Dakota,"Divide, North Dakota, US",0,0,0,0
84038025,North Dakota,"Dunn, North Dakota, US",0,0,0,0
84038027,North Dakota,"Eddy, North Dakota, US",0,0,0,0
84038029,North Dakota,"Emmons, North Dakota, US",1,1,1,1
84038031,North Dakota,"Foster, North Dakota, US",0,0,0,0
84038033,North Dakota,"Golden Valley, North Dakota, US",0,0,0,0
84038035,North Dakota,"Grand Forks, North Dakota, US",4,4,4,4
84038037,North Dakota,"Grant, North Dakota, US",0,0,0,0
84038039,North Dakota,"Griggs, North Dakota, US",0,0,0,0
84038041,North Dakota,"Hettinger, North Dakota, US",0,0,0,0
84038043,North Dakota,"Kidder, North Dakota, US",0,0,0,0
84038045,North Dakota,"LaMoure, North Dakota, US",0,0,0,0
84038047,North Dakota,"Logan, North Dakota, US",0,0,0,0
84038049,North Dakota,"McHenry, North Dakota, US",1,1,1,1
84038051,North Dakota,"McIntosh, North Dakota, US",0,0,0,0
84038053,North Dakota,"McKenzie, North Dakota, US",0,0,0,0
84038055,North Dakota,"McLean, North Dakota, US",0,0,0,0
84038057,North Dakota,"Mercer, North Dakota, US",0,0,0,0
84038059,North Dakota,"Morton, North Dakota, US",2,2,2,2
84038061,North Dakota,"Mountrail, North Dakota, US",0,0,0,0
84038063,North Dakota,"Nelson, North Dakota, US",0,0,0,0
84038065,North Dakota,"Oliver, North Dakota, US",0,0,0,0
84038067,North Dakota,"Pembina, North Dakota, US",0,0,0,0
84038069,North Dakota,"Pierce, North Dakota, US",0,0,0,0
84038071,North Dakota,"Ramsey, North Dakota, US",1,1,1,1
84038073,North Dakota,"Ransom, North Dakota, US",0,0,0,0
84038075,North Dakota,"Renville, North Dakota, US",0,0,0,0
84038077,North Dakota,"Richland, North Dakota, US",0,0,0,0
84038079,North Dakota,"Rolette, North Dakota, US",0,0,0,0
84038081,North Dakota,"Sargent, North Dakota, US",0,0,0,0
84038083,North Dakota,"Sheridan, North Dakota, US",0,0,0,0
84038085,North Dakota,"Sioux, North Dakota, US",0,0,0,0
84038087,North Dakota,"Slope, North Dakota, US",0,0,0,0
84038089,North Dakota,"Stark, North Dakota, US",3,3,3,3
84038091,North Dakota,"Steele, North Dakota, US",0,0,0,0
84038093,North Dakota,"Stutsman, North Dakota, US",2,2,2,2
84038095,North Dakota,"Towner, North Dakota, US",0,0,0,0
84038097,North Dakota,"Traill, North Dakota, US",0,0,0,0
84038099,North Dakota,"Walsh, North Dakota, US",0,0,0,0
84038101,North Dakota,"Ward, North Dakota, US",1,1,1,1
84038103,North Dakota,"Wells, North Dakota, US",0,0,0,0
84038105,North Dakota,"Williams, North Dakota, US",0,0,0,0
84039001,Ohio,"Adams, Ohio, US",1,1,2,2
84039003,Ohio,"Allen, Ohio, US",41,41,41,41
84039005,Ohio,"Ashland, Ohio, US",2,2,2,2
84039007,Ohio,"Ashtabula, Ohio, US",44,44,44,44
84039009,Ohio,"Athens, Ohio, US",1,1,1,1
84039011,Ohio,"Auglaize, Ohio, US",4,4,4,4
84039013,Ohio,"Belmont, Ohio, US",22,24,24,24
84039015,Ohio,"Brown, Ohio, US",1,1,1,1
84039017,Ohio,"Butler, Ohio, US",47,47,47,47
84039019,Ohio,"Carroll, Ohio, US",3,3,3,3
84039021,Ohio,"Champaign, Ohio, US",1,1,1,1
84039023,Ohio,"Clark, Ohio, US",10,10,10,10
84039025,Ohio,"Clermont, Ohio, US",7,7,7,7
84039027,Ohio,"Clinton, Ohio, US",1,2,2,2
84039029,Ohio,"Columbiana, Ohio, US",60,60,60,60
84039031,Ohio,"Coshocton, Ohio, US",3,4,4,4
84039033,Ohio,"Crawford, Ohio, US",5,5,5,5
84039035,Ohio,"Cuyahoga, Ohio, US",393,399,399,400
84039037,Ohio,"Darke, Ohio, US",26,26,26,26
84039039,Ohio,"Defiance, Ohio, US",3,3,3,3
84039041,Ohio,"Delaware, Ohio, US",15,15,15,15
84039043,Ohio,"Erie, Ohio, US",22,22,22,22
84039045,Ohio,"Fairfield, Ohio, US",17,17,17,17
84039047,Ohio,"Fayette, Ohio, US",0,0,0,0
84039049,Ohio,"Franklin, Ohio, US",445,447,449,449
84039051,Ohio,"Fulton, Ohio, US",0,0,0,0
84039053,Ohio,"Gallia, Ohio, US",1,1,1,1
84039055,Ohio,"Geauga, Ohio, US",43,43,43,43
84039057,Ohio,"Greene, Ohio, US",9,9,9,9
84039059,Ohio,"Guernsey, Ohio, US",3,3,4,4
84039061,Ohio,"Hamilton, Ohio, US",207,208,208,208
84039063,Ohio,"Hancock, Ohio, US",1,1,1,1
84039065,Ohio,"Hardin, Ohio, US",12,12,12,12
84039067,Ohio,"Harrison, Ohio, US",1,1,1,1
84039069,Ohio,"Henry, Ohio, US",0,0,0,0
84039071,Ohio,"Highland, Ohio, US",1,1,1,1
84039073,Ohio,"Hocking, Ohio, US",9,9,9,8
84039075,Ohio,"Holmes, Ohio, US",5,5,5,5
84039077,Ohio,"Huron, Ohio, US",2,2,2,3
84039079,Ohio,"Jackson, Ohio, US",0,0,0,0
84039081,Ohio,"Jefferson, Ohio, US",2,2,2,2
84039083,Ohio,"Knox, Ohio, US",1,1,1,1
84039085,Ohio,"Lake, Ohio, US",23,23,23,22
84039087,Ohio,"Lawrence, Ohio, US",0,0,0,0
84039089,Ohio,"Licking, Ohio, US",12,12,12,13
84039091,Ohio,"Logan, Ohio, US",1,1,1,1
84039093,Ohio,"Lorain, Ohio, US",69,69,70,70
84039095,Ohio,"Lucas, Ohio, US",305,306,306,306
84039097,Ohio,"Madison, Ohio, US",9,9,9,9
84039099,Ohio,"Mahoning, Ohio, US",239,239,239,239
84039101,Ohio,"Marion, Ohio, US",39,39,39,39
84039103,Ohio,"Medina, Ohio, US",32,32,32,32
84039105,Ohio,"Meigs, Ohio, US",0,0,0,0
84039107,Ohio,"Mercer, Ohio, US",10,10,10,10
84039109,Ohio,"Miami, Ohio, US",31,31,31,31
84039111,Ohio,"Monroe, Ohio, US",17,17,17,17
84039113,Ohio,"Montgomery, Ohio, US",35,36,36,37
84039115,Ohio,"Morgan, Ohio, US",0,0,0,0
84039117,Ohio,"Morrow, Ohio, US",1,1,1,1
84039119,Ohio,"Muskingum, Ohio, US",1,1,1,1
84039121,Ohio,"Noble, Ohio, US",0,0,0,0
84039123,Ohio,"Ottawa, Ohio, US",24,24,24,24
84039125,Ohio,"Paulding, Ohio, US",0,0,0,0
84039127,Ohio,"Perry, Ohio, US",1,1,1,1
84039129,Ohio,"Pickaway, Ohio, US",41,41,42,42
84039131,Ohio,"Pike, Ohio, US",0,0,0,0
84039133,Ohio,"Portage, Ohio, US",59,60,60,60
84039135,Ohio,"Preble, Ohio, US",1,1,1,1
84039137,Ohio,"Putnam, Ohio, US",15,15,15,15
84039139,Ohio,"Richland, Ohio, US",5,6,6,6
84039141,Ohio,"Ross, Ohio, US",3,3,3,3
84039143,Ohio,"Sandusky, Ohio, US",15,15,15,15
84039145,Ohio,"Scioto, Ohio, US",0,0,0,0
84039147,Ohio,"Seneca, Ohio, US",2,2,2,2
84039149,Ohio,"Shelby, Ohio, US",4,4,4,4
84039151,Ohio,"Stark, Ohio, US",114,116,116,116
84039153,Ohio,"Summit, Ohio, US",209,209,209,209
84039155,Ohio,"Trumbull, Ohio, US",78,78,78,78
84039157,Ohio,"Tuscarawas, Ohio, US",10,10,10,11
84039159,Ohio,"Union, Ohio, US",1,1,1,1
84039161,Ohio,"Van Wert, Ohio, US",1,1,1,1
84039163,Ohio,"Vinton, Ohio, US",2,2,2,2
84039165,Ohio,"Warren, Ohio, US",25,26,26,27
84039167,Ohio,"Washington, Ohio, US",20,20,20,20
84039169,Ohio,"Wayne, Ohio, US",53,55,55,56
84039171,Ohio,"Williams, Ohio, US",2,2,2,2
84039173,Ohio,"Wood, Ohio, US",51,51,51,51
84039175,Ohio,"Wyandot, Ohio, US",5,5,5,5
84040001,Oklahoma,"Adair, Oklahoma, US",4,4,4,4
84040003,Oklahoma,"Alfalfa, Oklahoma, US",0,0,0,0
84040005,Oklahoma,"Atoka, Oklahoma, US",0,0,0,0
84040007,Oklahoma,"Beaver, Oklahoma, US",0,0,0,0
84040009,Oklahoma,"Beckham, Oklahoma, US",0,0,0,0
84040011,Oklahoma,"Blaine, Oklahoma, US",0,0,0,0
84040013,Oklahoma,"Bryan, Oklahoma, US",1,1,1,1
84040015,Oklahoma,"Caddo, Oklahoma, US",11,11,11,11
84040017,Oklahoma,"Canadian, Oklahoma, US",3,3,3,3
84040019,Oklahoma,"Carter, Oklahoma, US",2,2,2,2
84040021,Oklahoma,"Cherokee, Oklahoma, US",1,1,1,1
84040023,Oklahoma,"Choctaw, Oklahoma, US",1,1,1,1
84040025,Oklahoma,"Cimarron, Oklahoma, US",0,0,0,0
84040027,Oklahoma,"Cleveland, Oklahoma, US",40,40,40,40
84040029,Oklahoma,"Coal, Oklahoma, US",0,0,0,0
84040031,Oklahoma,"Comanche, Oklahoma, US",8,9,9,9
84040033,Oklahoma,"Cotton, Oklahoma, US",2,2,2,2
84040035,Oklahoma,"Craig, Oklahoma, US",0,0,0,0
84040037,Oklahoma,"Creek, Oklahoma, US",8,8,8,8
84040039,Oklahoma,"Custer, Oklahoma, US",0,0,0,0
84040041,Oklahoma,"Delaware, Oklahoma, US",17,17,17,17
84040043,Oklahoma,"Dewey, Oklahoma, US",0,0,0,0
84040045,Oklahoma,"Ellis, Oklahoma, US",0,0,0,0
84040047,Oklahoma,"Garfield, Oklahoma, US",2,2,2,2
84040049,Oklahoma,"Garvin, Oklahoma, US",3,3,3,3
84040051,Oklahoma,"Grady, Oklahoma, US",5,5,5,5
84040053,Oklahoma,"Grant, Oklahoma, US",0,0,0,0
84040055,Oklahoma,"Greer, Oklahoma, US",7,7,7,7
84040057,Oklahoma,"Harmon, Oklahoma, US",0,0,0,0
84040059,Oklahoma,"Harper, Oklahoma, US",0,0,0,0
84040061,Oklahoma,"Haskell, Oklahoma, US",0,0,0,0
84040063,Oklahoma,"Hughes, Oklahoma, US",0,0,0,0
84040065,Oklahoma,"Jackson, Oklahoma, US",3,3,3,3
84040067,Oklahoma,"Jefferson, Oklahoma, US",0,0,0,0
84040069,Oklahoma,"Johnston, Oklahoma, US",0,0,0,0
84040071,Oklahoma,"Kay, Oklahoma, US",8,8,8,8
84040073,Oklahoma,"Kingfisher, Oklahoma, US",0,0,0,0
84040075,Oklahoma,"Kiowa, Oklahoma, US",1,1,1,1
84040077,Oklahoma,"Latimer, Oklahoma, US",1,1,1,1
84040079,Oklahoma,"Le Flore, Oklahoma, US",1,1,1,1
84040081,Oklahoma,"Lincoln, Oklahoma, US",2,2,2,2
84040083,Oklahoma,"Logan, Oklahoma, US",1,1,1,1
84040085,Oklahoma,"Love, Oklahoma, US",0,0,0,0
84040087,Oklahoma,"McClain, Oklahoma, US",4,4,4,4
84040089,Oklahoma,"McCurtain, Oklahoma, US",11,11,11,12
84040091,Oklahoma,"McIntosh, Oklahoma, US",1,1,1,1
84040093,Oklahoma,"Major, Oklahoma, US",1,1,1,1
84040095,Oklahoma,"Marshall, Oklahoma, US",0,0,0,0
84040097,Oklahoma,"Mayes, Oklahoma, US",5,5,5,5
84040099,Oklahoma,"Murray, Oklahoma, US",0,0,0,0
84040101,Oklahoma,"Muskogee, Oklahoma, US",14,14,14,14
84040103,Oklahoma,"Noble, Oklahoma, US",1,1,1,1
84040105,Oklahoma,"Nowata, Oklahoma, US",1,1,1,1
84040107,Oklahoma,"Okfuskee, Oklahoma, US",0,0,0,0
84040109,Oklahoma,"Oklahoma, Oklahoma, US",74,74,74,75
84040111,Oklahoma,"Okmulgee, Oklahoma, US",0,0,0,0
84040113,Oklahoma,"Osage, Oklahoma, US",8,8,8,8
84040115,Oklahoma,"Ottawa, Oklahoma, US",2,2,2,2
84040117,Oklahoma,"Pawnee, Oklahoma, US",3,3,3,3
84040119,Oklahoma,"Payne, Oklahoma, US",1,1,2,2
84040121,Oklahoma,"Pittsburg, Oklahoma, US",3,3,3,3
84040123,Oklahoma,"Pontotoc, Oklahoma, US",2,2,2,2
84040125,Oklahoma,"Pottawatomie, Oklahoma, US",4,4,4,4
84040127,Oklahoma,"Pushmataha, Oklahoma, US",0,0,0,0
84040129,Oklahoma,"Roger Mills, Oklahoma, US",0,0,0,0
84040131,Oklahoma,"Rogers, Oklahoma, US",7,7,7,7
84040133,Oklahoma,"Seminole, Oklahoma, US",3,3,3,3
84040135,Oklahoma,"Sequoyah, Oklahoma, US",3,3,3,3
84040137,Oklahoma,"Stephens, Oklahoma, US",1,1,1,1
84040139,Oklahoma,"Texas, Oklahoma, US",6,6,6,6
84040141,Oklahoma,"Tillman, Oklahoma, US",1,1,1,1
84040143,Oklahoma,"Tulsa, Oklahoma, US",75,75,76,78
84040145,Oklahoma,"Wagoner, Oklahoma, US",19,19,19,19
84040147,Oklahoma,"Washington, Oklahoma, US",39,39,39,39
84040149,Oklahoma,"Washita, Oklahoma, US",0,0,0,0
84040151,Oklahoma,"Woods, Oklahoma, US",0,0,0,0
84040153,Oklahoma,"Woodward, Oklahoma, US",0,0,0,0
84041001,Oregon,"Baker, Oregon, US",0,0,0,0
84041003,Oregon,"Benton, Oregon, US",6,6,6,6
84041005,Oregon,"Clackamas, Oregon, US",27,27,28,29
84041007,Oregon,"Clatsop, Oregon, US",0,0,0,0
84041009,Oregon,"Columbia, Oregon, US",0,0,0,0
84041011,Oregon,"Coos, Oregon, US",0,0,0,0
84041013,Oregon,"Crook, Oregon, US",1,1,1,1
84041015,Oregon,"Curry, Oregon, US",0,0,0,0
84041017,Oregon,"Deschutes, Oregon, US",0,0,0,0
84041019,Oregon,"Douglas, Oregon, US",0,0,0,0
84041021,Oregon,"Gilliam, Oregon, US",0,0,0,0
84041023,Oregon,"Grant, Oregon, US",0,0,0,0
84041025,Oregon,"Harney, Oregon, US",0,0,0,0
84041027,Oregon,"Hood River, Oregon, US",0,0,0,0
84041029,Oregon,"Jackson, Oregon, US",0,0,0,0
84041031,Oregon,"Jefferson, Oregon, US",0,0,0,0
84041033,Oregon,"Josephine, Oregon, US",1,1,1,1
84041035,Oregon,"Klamath, Oregon, US",1,1,1,1
84041037,Oregon,"Lake, Oregon, US",0,0,0,0
84041039,Oregon,"Lane, Oregon, US",3,3,3,3
84041041,Oregon,"Lincoln, Oregon, US",5,5,5,7
84041043,Oregon,"Linn, Oregon, US",10,10,10,10
84041045,Oregon,"Malheur, Oregon, US",1,2,2,3
84041047,Oregon,"Marion, Oregon, US",53,53,54,56
84041049,Oregon,"Morrow, Oregon, US",1,1,1,1
84041051,Oregon,"Multnomah, Oregon, US",72,72,72,72
84041053,Oregon,"Polk, Oregon, US",12,12,12,12
84041055,Oregon,"Sherman, Oregon, US",0,0,0,0
84041057,Oregon,"Tillamook, Oregon, US",0,0,0,0
84041059,Oregon,"Umatilla, Oregon, US",7,7,8,8
84041061,Oregon,"Union, Oregon, US",2,2,2,2
