UID,Key,6/1/20,6/2/20,6/3/20,6/4/20
84022001,"Acadia, Louisiana, US",23,24,26,26
84022003,"Allen, Louisiana, US",10,10,10,10
84022005,"Ascension, Louisiana, US",56,56,57,57
84022007,"Assumption, Louisiana, US",14,14,14,14
84022009,"Avoyelles, Louisiana, US",9,9,9,9
84022011,"Beauregard, Louisiana, US",4,4,4,4
84022013,"Bienville, Louisiana, US",23,23,23,23
84022015,"Bossier, Louisiana, US",26,26,25,25
84022017,"Caddo, Louisiana, US",189,190,198,198
84022019,"Calcasieu, Louisiana, US",49,49,49,49
84022021,"Caldwell, Louisiana, US",0,0,0,1
84022023,"Cameron, Louisiana, US",0,0,0,0
84022025,"Catahoula, Louisiana, US",3,3,3,3
84022027,"Claiborne, Louisiana, US",10,10,10,10
84022029,"Concordia, Louisiana, US",5,5,5,5
84022031,"De Soto, Louisiana, US",17,17,17,17
84022033,"East Baton Rouge, Louisiana, US",239,240,242,246
84022035,"East Carroll, Louisiana, US",0,0,0,0
84022037,"East Feliciana, Louisiana, US",30,30,30,30
84022039,"Evangeline, Louisiana, US",1,1,1,1
84022041,"Franklin, Louisiana, US",10,10,12,12
84022043,"Grant, Louisiana, US",1,1,1,1
84022045,"Iberia, Louisiana, US",38,38,38,38
84022047,"Iberville, Louisiana, US",41,41,42,42
84022049,"Jackson, Louisiana, US",13,15,15,15
84022051,"Jefferson, Louisiana, US",451,453,454,455
84022053,"Jefferson Davis, Louisiana, US",7,7,7,7
84022055,"Lafayette, Louisiana, US",26,27,27,28
84022057,"Lafourche, Louisiana, US",72,72,72,72
84022059,"LaSalle,Louisiana,US",0,1,0,0
84022061,"Lincoln, Louisiana, US",14,14,16,16
84022063,"Livingston, Louisiana, US",29,30,31,31
84022065,"Madison, Louisiana, US",0,2,2,2
84022067,"Morehouse, Louisiana, US",5,5,5,5
84022069,"Natchitoches, Louisiana, US",13,13,13,13
84022071,"Orleans, Louisiana, US",507,506,509,511
84022073,"Ouachita, Louisiana, US",41,44,48,49
84022075,"Plaquemines, Louisiana, US",17,17,17,17
84022077,"Pointe Coupee, Louisiana, US",24,25,25,25
84022079,"Rapides, Louisiana, US",28,31,33,33
84022081,"Red River, Louisiana, US",7,7,7,7
84022083,"Richland, Louisiana, US",3,3,3,3
84022085,"Sabine, Louisiana, US",0,0,0,0
84022087,"St. Bernard, Louisiana, US",22,22,22,22
84022089,"St. Charles, Louisiana, US",44,45,45,45
84022091,"St. Helena, Louisiana, US",1,1,1,1
84022093,"St. James, Louisiana, US",25,27,27,27
84022095,"St. John the Baptist, Louisiana, US",79,82,82,82
84022097,"St. Landry, Louisiana, US",54,54,54,54
84022099,"St. Martin, Louisiana, US",23,23,23,23
84022101,"St. Mary, Louisiana, US",30,31,32,32
84022103,"St. Tammany, Louisiana, US",158,159,162,162
84022105,"Tangipahoa, Louisiana, US",35,37,39,39
84022107,"Tensas, Louisiana, US",0,0,0,0
84022109,"Terrebonne, Louisiana, US",51,54,55,55
84022111,"Union, Louisiana, US",17,19,19,19
84022113,"Vermilion, Louisiana, US",3,3,3,4
84022115,"Vernon, Louisiana, US",3,3,3,3
84022117,"Washington, Louisiana, US",38,38,39,41
84022119,"Webster, Louisiana, US",7,7,7,7
84022121,"West Baton Rouge, Louisiana, US",30,31,31,31
84022123,"West Carroll, Louisiana, US",0,0,0,0
84022125,"West Feliciana, Louisiana, US",13,13,13,13
84022127,"Winn, Louisiana, US",2,2,2,2
84023001,"Androscoggin, Maine, US",2,2,2,2
84023003,"Aroostook, Maine, US",1,1,1,1
84023005,"Cumberland, Maine, US",50,54,54,54
84023007,"Franklin, Maine, US",1,1,1,1
84023009,"Hancock, Maine, US",1,1,1,1
84023011,"Kennebec, Maine, US",9,9,9,9
84023013,"Knox, Maine, US",0,0,1,1
84023015,"Lincoln, Maine, US",0,0,0,0
84023017,"Oxford, Maine, US",0,0,0,0
84023019,"Penobscot, Maine, US",1,2,2,2
84023021,"Piscataquis, Maine, US",0,0,0,0
84023023,"Sagadahoc, Maine, US",0,0,0,0
84023025,"Somerset, Maine, US",0,0,0,0
84023027,"Waldo, Maine, US",14,14,14,14
84023029,"Washington, Maine, US",0,0,0,0
84023031,"York, Maine, US",10,10,10,10
84024001,"Allegany, Maryland, US",17,17,17,16
84024003,"Anne Arundel, Maryland, US",175,178,178,179
84024005,"Baltimore, Maryland, US",349,358,366,371
84024009,"Calvert, Maryland, US",18,18,20,20
84024011,"Caroline, Maryland, US",1,1,1,1
84024013,"Carroll, Maryland, US",92,93,96,98
84024015,"Cecil, Maryland, US",23,24,24,24
84024017,"Charles, Maryland, US",73,73,75,79
84024019,"Dorchester, Maryland, US",3,3,3,3
84024021,"Frederick, Maryland, US",106,107,109,109
84024023,"Garrett, Maryland, US",0,0,0,0
84024025,"Harford, Maryland, US",51,51,51,51
84024027,"Howard, Maryland, US",61,61,61,65
84024029,"Kent, Maryland, US",19,19,19,19
84024031,"Montgomery, Maryland, US",616,624,633,636
84024033,"Prince George's, Maryland, US",545,552,565,580
84024035,"Queen Anne's, Maryland, US",12,12,12,12
84024037,"St. Mary's, Maryland, US",23,24,27,28
84024039,"Somerset, Maryland, US",2,3,3,3
84024041,"Talbot, Maryland, US",2,3,3,3
84024043,"Washington, Maryland, US",14,15,16,16
84024045,"Wicomico, Maryland, US",30,30,30,32
84024047,"Worcester, Maryland, US",13,13,13,14
84024510,"Baltimore City, Maryland, US",261,263,266,269
84025001,"Barnstable, Massachusetts, US",118,118,121,121
84025003,"Berkshire, Massachusetts, US",40,40,40,40
84025005,"Bristol, Massachusetts, US",429,435,441,452
84025007,"Dukes, Massachusetts, US",0,0,0,0
84025009,"Essex, Massachusetts, US",968,971,979,986
84025011,"Franklin, Massachusetts, US",47,47,47,47
84025013,"Hampden, Massachusetts, US",601,603,608,609
84025015,"Hampshire, Massachusetts, US",89,90,93,94
84025017,"Middlesex, Massachusetts, US",1650,1663,1676,1689
84025019,"Nantucket, Massachusetts, US",0,0,0,0
84025021,"Norfolk, Massachusetts, US",841,845,850,854
84025023,"Plymouth, Massachusetts, US",562,568,572,579
84025025,"Suffolk, Massachusetts, US",896,902,908,913
84025027,"Worcester, Massachusetts, US",779,790,804,806
84026001,"Alcona, Michigan, US",1,1,1,1
84026003,"Alger, Michigan, US",0,0,0,0
84026005,"Allegan, Michigan, US",6,6,6,6
84026007,"Alpena, Michigan, US",9,9,9,9
84026009,"Antrim, Michigan, US",0,0,0,0
84026011,"Arenac, Michigan, US",1,1,1,1
84026013,"Baraga, Michigan, US",0,0,0,0
84026015,"Barry, Michigan, US",2,2,2,2
84026017,"Bay, Michigan, US",25,25,25,25
84026019,"Benzie, Michigan, US",0,0,0,0
84026021,"Berrien, Michigan, US",52,53,53,53
84026023,"Branch, Michigan, US",2,2,2,2
84026025,"Calhoun, Michigan, US",23,24,24,24
84026027,"Cass, Michigan, US",3,3,3,3
84026029,"Charlevoix, Michigan, US",1,1,1,1
84026031,"Cheboygan, Michigan, US",1,1,1,1
84026033,"Chippewa, Michigan, US",0,0,0,0
84026035,"Clare, Michigan, US",2,2,2,2
84026037,"Clinton, Michigan, US",11,11,11,11
84026039,"Crawford, Michigan, US",5,5,5,5
84026041,"Delta, Michigan, US",2,2,2,2
84026043,"Dickinson, Michigan, US",2,2,2,2
84026045,"Eaton, Michigan, US",6,6,6,6
84026047,"Emmet, Michigan, US",2,2,2,2
84026049,"Genesee, Michigan, US",277,277,277,278
84026051,"Gladwin, Michigan, US",1,1,1,1
84026053,"Gogebic, Michigan, US",1,1,1,1
84026055,"Grand Traverse, Michigan, US",5,5,5,5
84026057,"Gratiot, Michigan, US",11,11,11,11
84026059,"Hillsdale, Michigan, US",24,24,24,24
84026061,"Houghton, Michigan, US",0,0,0,0
84026063,"Huron, Michigan, US",1,1,1,1
84026065,"Ingham, Michigan, US",26,27,27,27
84026067,"Ionia, Michigan, US",4,4,4,4
84026069,"Iosco, Michigan, US",9,9,9,10
84026071,"Iron, Michigan, US",0,0,0,0
84026073,"Isabella, Michigan, US",7,7,7,7
84026075,"Jackson, Michigan, US",29,29,29,29
84026077,"Kalamazoo, Michigan, US",58,59,59,59
84026079,"Kalkaska, Michigan, US",2,2,2,2
84026081,"Kent, Michigan, US",90,94,94,96
84026083,"Keweenaw, Michigan, US",0,0,0,0
84026085,"Lake, Michigan, US",0,0,0,0
84026087,"Lapeer, Michigan, US",31,31,31,31
84026089,"Leelanau, Michigan, US",0,0,0,0
84026091,"Lenawee, Michigan, US",4,4,4,5
84026093,"Livingston, Michigan, US",27,27,27,27
84026095,"Luce, Michigan, US",0,0,0,0
84026097,"Mackinac, Michigan, US",0,0,0,0
84026099,"Macomb, Michigan, US",851,855,864,866
84026101,"Manistee, Michigan, US",1,1,1,1
84026103,"Marquette, Michigan, US",12,12,11,11
84026105,"Mason, Michigan, US",0,0,0,0
84026107,"Mecosta, Michigan, US",2,2,2,2
84026109,"Menominee, Michigan, US",0,0,0,0
84026111,"Midland, Michigan, US",8,8,8,8
84026113,"Missaukee, Michigan, US",1,1,1,1
84026115,"Monroe, Michigan, US",22,22,21,21
84026117,"Montcalm, Michigan, US",1,1,1,1
84026119,"Montmorency, Michigan, US",0,0,0,0
84026121,"Muskegon, Michigan, US",36,37,37,37
84026123,"Newaygo, Michigan, US",0,0,0,0
84026125,"Oakland, Michigan, US",1033,1040,1044,1047
84026127,"Oceana, Michigan, US",2,2,2,2
84026129,"Ogemaw, Michigan, US",1,1,1,1
84026131,"Ontonagon, Michigan, US",0,0,0,0
84026133,"Osceola, Michigan, US",0,0,0,0
84026135,"Oscoda, Michigan, US",1,1,1,1
84026137,"Otsego, Michigan, US",10,10,10,10
84026139,"Ottawa, Michigan, US",39,40,41,43
84026141,"Presque Isle, Michigan, US",0,0,0,0
84026143,"Roscommon, Michigan, US",0,0,0,0
84026145,"Saginaw, Michigan, US",111,112,112,112
84026147,"St. Clair, Michigan, US",42,44,44,44
84026149,"St. Joseph, Michigan, US",2,2,3,3
84026151,"Sanilac, Michigan, US",6,6,6,6
84026153,"Schoolcraft, Michigan, US",0,0,0,0
84026155,"Shiawassee, Michigan, US",27,27,27,27
84026157,"Tuscola, Michigan, US",24,24,24,25
84026159,"Van Buren, Michigan, US",7,7,7,7
84026161,"Washtenaw, Michigan, US",99,99,100,100
84026163,"Wayne, Michigan, US",2581,2593,2597,2610
84026165,"Wexford, Michigan, US",3,3,3,3
84027001,"Aitkin, Minnesota, US",0,0,0,0
84027003,"Anoka, Minnesota, US",70,71,73,78
84027005,"Becker, Minnesota, US",0,0,0,0
84027007,"Beltrami, Minnesota, US",0,0,0,0
84027009,"Benton, Minnesota, US",3,3,3,3
84027011,"Big Stone, Minnesota, US",0,0,0,0
84027013,"Blue Earth, Minnesota, US",0,0,0,0
84027015,"Brown, Minnesota, US",2,2,2,2
84027017,"Carlton, Minnesota, US",0,0,0,0
84027019,"Carver, Minnesota, US",2,2,2,2
84027021,"Cass, Minnesota, US",2,2,2,2
84027023,"Chippewa, Minnesota, US",1,1,1,1
84027025,"Chisago, Minnesota, US",1,1,1,1
84027027,"Clay, Minnesota, US",28,29,29,29
84027029,"Clearwater, Minnesota, US",0,0,0,0
84027031,"Cook, Minnesota, US",0,0,0,0
84027033,"Cottonwood, Minnesota, US",0,0,0,0
84027035,"Crow Wing, Minnesota, US",2,2,4,4
84027037,"Dakota, Minnesota, US",57,59,59,64
84027039,"Dodge, Minnesota, US",0,0,0,0
84027041,"Douglas, Minnesota, US",0,0,0,0
84027043,"Faribault, Minnesota, US",0,0,0,0
84027045,"Fillmore,Minnesota,US",1,1,1,1
84027047,"Freeborn, Minnesota, US",0,0,0,0
84027049,"Goodhue, Minnesota, US",3,3,4,5
84027051,"Grant, Minnesota, US",0,0,0,0
84027053,"Hennepin, Minnesota, US",616,627,633,641
84027055,"Houston, Minnesota, US",0,0,0,0
84027057,"Hubbard, Minnesota, US",0,0,0,0
84027059,"Isanti, Minnesota, US",0,0,0,0
84027061,"Itasca, Minnesota, US",10,10,10,10
84027063,"Jackson, Minnesota, US",0,0,0,0
84027065,"Kanabec, Minnesota, US",1,1,1,1
84027067,"Kandiyohi, Minnesota, US",1,1,1,1
84027069,"Kittson, Minnesota, US",0,0,0,0
84027071,"Koochiching, Minnesota, US",0,0,0,0
84027073,"Lac qui Parle,Minnesota,US",0,0,0,0
84027075,"Lake, Minnesota, US",0,0,0,0
84027077,"Lake of the Woods, Minnesota, US",0,0,0,0
84027079,"Le Sueur, Minnesota, US",1,1,1,1
84027081,"Lincoln, Minnesota, US",0,0,0,0
84027083,"Lyon, Minnesota, US",0,1,1,1
84027085,"McLeod, Minnesota, US",0,0,0,0
84027087,"Mahnomen, Minnesota, US",1,1,1,1
84027089,"Marshall, Minnesota, US",0,0,0,0
84027091,"Martin, Minnesota, US",5,5,5,5
84027093,"Meeker, Minnesota, US",0,0,0,0
84027095,"Mille Lacs, Minnesota, US",1,1,1,1
84027097,"Morrison, Minnesota, US",0,0,0,0
84027099,"Mower, Minnesota, US",2,2,2,2
84027101,"Murray, Minnesota, US",0,0,0,0
84027103,"Nicollet, Minnesota, US",10,10,10,11
84027105,"Nobles, Minnesota, US",5,5,5,5
84027107,"Norman, Minnesota, US",0,0,0,0
84027109,"Olmsted, Minnesota, US",10,11,11,11
84027111,"Otter Tail, Minnesota, US",0,0,0,0
84027113,"Pennington, Minnesota, US",0,0,0,0
84027115,"Pine, Minnesota, US",0,0,0,0
84027117,"Pipestone, Minnesota, US",0,0,0,0
84027119,"Polk, Minnesota, US",2,2,2,2
84027121,"Pope, Minnesota, US",0,0,0,0
84027123,"Ramsey, Minnesota, US",128,133,134,140
84027125,"Red Lake, Minnesota, US",0,0,0,0
84027127,"Redwood, Minnesota, US",0,0,0,0
84027129,"Renville, Minnesota, US",0,0,0,0
84027131,"Rice, Minnesota, US",2,2,2,3
84027133,"Rock, Minnesota, US",0,0,0,0
84027135,"Roseau, Minnesota, US",0,0,0,0
84027137,"St. Louis, Minnesota, US",14,14,14,14
84027139,"Scott, Minnesota, US",2,2,2,2
84027141,"Sherburne, Minnesota, US",2,2,2,2
84027143,"Sibley, Minnesota, US",0,0,0,0
84027145,"Stearns, Minnesota, US",13,13,14,14
84027147,"Steele, Minnesota, US",0,0,0,0
84027149,"Stevens, Minnesota, US",0,0,0,0
84027151,"Swift, Minnesota, US",0,0,0,0
84027153,"Todd, Minnesota, US",0,0,0,1
84027155,"Traverse, Minnesota, US",0,0,0,0
84027157,"Wabasha, Minnesota, US",0,0,0,0
84027159,"Wadena, Minnesota, US",0,0,0,0
84027161,"Waseca, Minnesota, US",0,0,0,0
84027163,"Washington, Minnesota, US",32,32,33,34
84027165,"Watonwan, Minnesota, US",0,0,0,0
84027167,"Wilkin, Minnesota, US",3,3,3,3
84027169,"Winona, Minnesota, US",15,15,15,15
84027171,"Wright, Minnesota, US",2,2,2,2
84027173,"Yellow Medicine, Minnesota, US",0,0,0,0
84028001,"Adams, Mississippi, US",15,15,16,16
84028003,"Alcorn, Mississippi, US",1,1,1,1
84028005,"Amite, Mississippi, US",1,1,1,1
84028007,"Attala, Mississippi, US",17,18,18,18
84028009,"Benton, Mississippi, US",0,0,0,0
84028011,"Bolivar, Mississippi, US",11,11,11,11
84028013,"Calhoun, Mississippi, US",4,4,4,4
84028015,"Carroll, Mississippi, US",11,11,11,11
84028017,"Chickasaw, Mississippi, US",12,14,14,14
84028019,"Choctaw, Mississippi, US",2,2,2,2
84028021,"Claiborne, Mississippi, US",2,2,5,5
84028023,"Clarke, Mississippi, US",19,19,19,19
84028025,"Clay, Mississippi, US",4,4,4,4
84028027,"Coahoma, Mississippi, US",4,4,4,4
84028029,"Copiah, Mississippi, US",4,4,4,4
84028031,"Covington, Mississippi, US",2,2,2,2
84028033,"DeSoto, Mississippi, US",7,8,8,10
84028035,"Forrest, Mississippi, US",38,39,39,39
84028037,"Franklin, Mississippi, US",2,2,2,2
84028039,"George, Mississippi, US",1,1,1,2
84028041,"Greene, Mississippi, US",1,1,1,1
84028043,"Grenada, Mississippi, US",3,3,3,4
84028045,"Hancock, Mississippi, US",11,12,12,12
84028047,"Harrison, Mississippi, US",7,7,7,7
84028049,"Hinds, Mississippi, US",26,26,26,26
84028051,"Holmes, Mississippi, US",28,28,30,30
84028053,"Humphreys, Mississippi, US",7,7,7,7
84028055,"Issaquena, Mississippi, US",0,0,0,0
84028057,"Itawamba, Mississippi, US",7,7,7,7
84028059,"Jackson, Mississippi, US",13,13,14,15
84028061,"Jasper, Mississippi, US",4,4,4,4
84028063,"Jefferson, Mississippi, US",1,1,1,1
84028065,"Jefferson Davis, Mississippi, US",3,3,3,3
84028067,"Jones, Mississippi, US",28,31,32,33
84028069,"Kemper, Mississippi, US",11,11,11,11
84028071,"Lafayette, Mississippi, US",4,4,4,4
84028073,"Lamar, Mississippi, US",5,5,5,5
84028075,"Lauderdale, Mississippi, US",62,68,68,68
84028077,"Lawrence, Mississippi, US",1,1,1,1
84028079,"Leake, Mississippi, US",12,12,12,12
84028081,"Lee, Mississippi, US",6,7,7,8
84028083,"Leflore, Mississippi, US",32,34,36,36
84028085,"Lincoln, Mississippi, US",29,29,29,31
84028087,"Lowndes, Mississippi, US",9,9,9,9
84028089,"Madison, Mississippi, US",23,25,27,28
84028091,"Marion, Mississippi, US",9,9,9,9
84028093,"Marshall, Mississippi, US",3,3,3,3
84028095,"Monroe, Mississippi, US",25,25,25,25
84028097,"Montgomery, Mississippi, US",1,1,1,1
84028099,"Neshoba, Mississippi, US",39,42,44,44
84028101,"Newton, Mississippi, US",4,4,4,4
84028103,"Noxubee, Mississippi, US",6,6,6,6
84028105,"Oktibbeha, Mississippi, US",14,14,14,14
84028107,"Panola, Mississippi, US",3,3,3,3
84028109,"Pearl River, Mississippi, US",31,31,31,31
84028111,"Perry, Mississippi, US",3,3,3,3
84028113,"Pike, Mississippi, US",11,11,11,11
84028115,"Pontotoc, Mississippi, US",3,3,3,3
84028117,"Prentiss, Mississippi, US",3,3,3,3
84028119,"Quitman, Mississippi, US",0,0,0,0
84028121,"Rankin, Mississippi, US",8,8,8,9
84028123,"Scott, Mississippi, US",12,12,12,12
84028125,"Sharkey, Mississippi, US",0,0,0,0
84028127,"Simpson, Mississippi, US",0,0,0,0
84028129,"Smith, Mississippi, US",11,11,11,11
84028131,"Stone, Mississippi, US",0,0,0,0
84028133,"Sunflower, Mississippi, US",3,3,3,3
84028135,"Tallahatchie, Mississippi, US",1,1,1,1
84028137,"Tate, Mississippi, US",1,1,1,1
84028139,"Tippah, Mississippi, US",11,11,11,11
84028141,"Tishomingo, Mississippi, US",0,0,0,0
84028143,"Tunica, Mississippi, US",3,3,3,3
84028145,"Union, Mississippi, US",5,7,7,7
84028147,"Walthall, Mississippi, US",0,0,0,0
84028149,"Warren, Mississippi, US",10,10,10,10
84028151,"Washington, Mississippi, US",7,7,7,7
84028153,"Wayne, Mississippi, US",1,2,3,3
84028155,"Webster, Mississippi, US",2,3,3,4
84028157,"Wilkinson, Mississippi, US",9,9,9,9
84028159,"Winston, Mississippi, US",1,1,1,1
84028161,"Yalobusha, Mississippi, US",5,6,6,6
84028163,"Yazoo, Mississippi, US",4,4,4,4
84029001,"Adair, Missouri, US",0,0,0,0
84029003,"Andrew, Missouri, US",0,0,0,0
84029005,"Atchison, Missouri, US",0,0,0,0
84029007,"Audrain, Missouri, US",0,0,0,0
84029009,"Barry, Missouri, US",0,0,0,0
84029011,"Barton, Missouri, US",0,0,0,0
84029013,"Bates, Missouri, US",1,1,1,1
84029015,"Benton, Missouri, US",0,0,0,0
84029017,"Bollinger, Missouri, US",0,0,0,0
84029019,"Boone, Missouri, US",1,1,2,2
84029021,"Buchanan, Missouri, US",2,2,2,2
84029023,"Butler, Missouri, US",0,0,0,0
84029025,"Caldwell, Missouri, US",0,0,0,0
84029027,"Callaway, Missouri, US",1,1,1,1
84029029,"Camden, Missouri, US",1,1,1,1
84029031,"Cape Girardeau, Missouri, US",2,2,2,2
84029033,"Carroll, Missouri, US",0,0,0,0
84029035,"Carter, Missouri, US",1,1,1,1
84029037,"Cass, Missouri, US",8,8,8,8
84029039,"Cedar, Missouri, US",0,0,0,0
84029041,"Chariton, Missouri, US",0,0,0,0
84029043,"Christian, Missouri, US",0,0,0,0
84029045,"Clark, Missouri, US",0,0,0,0
84029047,"Clay, Missouri, US",3,3,3,3
84029049,"Clinton, Missouri, US",0,0,0,0
84029051,"Cole, Missouri, US",1,1,1,1
84029053,"Cooper, Missouri, US",0,0,0,0
84029055,"Crawford, Missouri, US",0,0,0,0
84029057,"Dade, Missouri, US",0,0,0,0
84029059,"Dallas, Missouri, US",0,0,0,0
84029061,"Daviess, Missouri, US",0,0,0,0
84029063,"DeKalb, Missouri, US",0,0,0,0
84029065,"Dent, Missouri, US",0,0,0,0
84029067,"Douglas, Missouri, US",0,0,0,0
84029069,"Dunklin, Missouri, US",2,2,2,2
84029071,"Franklin, Missouri, US",16,17,17,17
84029073,"Gasconade, Missouri, US",0,0,0,0
84029075,"Gentry, Missouri, US",0,0,0,0
84029077,"Greene, Missouri, US",8,8,8,8
84029079,"Grundy, Missouri, US",0,0,0,0
84029081,"Harrison, Missouri, US",0,0,0,0
84029083,"Henry, Missouri, US",3,3,3,3
84029085,"Hickory, Missouri, US",0,0,0,0
84029087,"Holt, Missouri, US",0,0,0,0
84029089,"Howard, Missouri, US",0,0,0,0
84029091,"Howell, Missouri, US",0,0,0,0
84029093,"Iron, Missouri, US",0,0,0,0
84029095,"Jackson, Missouri, US",19,22,22,22
84029097,"Jasper,Missouri,US",0,0,0,0
84029099,"Jefferson, Missouri, US",17,18,18,18
84029101,"Johnson, Missouri, US",0,0,0,0
84029103,"Knox, Missouri, US",0,0,0,0
84029105,"Laclede, Missouri, US",0,0,0,0
84029107,"Lafayette, Missouri, US",3,3,3,3
84029109,"Lawrence, Missouri, US",0,0,0,0
84029111,"Lewis, Missouri, US",1,1,1,1
84029113,"Lincoln, Missouri, US",1,1,1,1
84029115,"Linn, Missouri, US",1,1,1,1
84029117,"Livingston, Missouri, US",0,0,0,0
84029119,"McDonald, Missouri, US",0,0,0,0
84029121,"Macon, Missouri, US",0,0,0,0
84029123,"Madison, Missouri, US",0,0,0,0
84029125,"Maries, Missouri, US",0,0,0,0
84029127,"Marion, Missouri, US",0,0,0,0
84029129,"Mercer, Missouri, US",0,0,0,0
84029131,"Miller, Missouri, US",0,0,0,0
84029133,"Mississippi, Missouri, US",0,0,0,0
84029135,"Moniteau, Missouri, US",0,0,0,0
84029137,"Monroe, Missouri, US",0,0,0,0
84029139,"Montgomery, Missouri, US",0,0,0,0
84029141,"Morgan, Missouri, US",0,0,0,0
84029143,"New Madrid, Missouri, US",0,0,0,0
84029145,"Newton, Missouri, US",1,1,1,1
84029147,"Nodaway, Missouri, US",0,0,0,0
84029149,"Oregon, Missouri, US",0,0,0,0
84029151,"Osage, Missouri, US",0,0,0,0
84029153,"Ozark, Missouri, US",0,0,0,0
84029155,"Pemiscot, Missouri, US",4,5,5,5
84029157,"Perry, Missouri, US",0,0,0,0
84029159,"Pettis, Missouri, US",1,1,1,1
84029161,"Phelps, Missouri, US",0,0,0,0
84029163,"Pike, Missouri, US",1,1,1,1
84029165,"Platte, Missouri, US",0,0,0,0
84029167,"Polk, Missouri, US",0,0,0,0
84029169,"Pulaski, Missouri, US",1,1,1,1
84029171,"Putnam, Missouri, US",0,0,0,0
84029173,"Ralls, Missouri, US",0,0,0,0
84029175,"Randolph, Missouri, US",0,0,0,0
84029177,"Ray, Missouri, US",0,0,0,0
84029179,"Reynolds, Missouri, US",0,0,0,0
84029181,"Ripley, Missouri, US",0,0,0,0
84029183,"St. Charles, Missouri, US",59,60,61,62
84029185,"St. Clair, Missouri, US",0,0,0,0
84029186,"Ste. Genevieve, Missouri, US",1,1,1,1
84029187,"St. Francois, Missouri, US",2,2,2,2
84029189,"St. Louis, Missouri, US",482,483,486,487
84029195,"Saline, Missouri, US",2,2,2,2
84029197,"Schuyler, Missouri, US",0,0,0,0
84029199,"Scotland, Missouri, US",0,0,0,0
84029201,"Scott, Missouri, US",10,10,10,10
84029203,"Shannon, Missouri, US",0,0,0,0
84029205,"Shelby, Missouri, US",0,0,0,0
84029207,"Stoddard, Missouri, US",0,0,0,0
84029209,"Stone, Missouri, US",0,0,0,0
84029211,"Sullivan, Missouri, US",0,0,0,0
84029213,"Taney, Missouri, US",2,2,2,2
84029215,"Texas, Missouri, US",0,0,0,0
84029217,"Vernon, Missouri, US",0,0,0,0
84029219,"Warren, Missouri, US",0,0,0,0
84029221,"Washington, Missouri, US",1,1,1,1
84029223,"Wayne, Missouri, US",0,0,0,0
84029225,"Webster, Missouri, US",0,0,0,0
84029227,"Worth, Missouri, US",0,0,0,0
84029229,"Wright, Missouri, US",0,0,0,0
84029510,"St. Louis City, Missouri, US",130,131,132,132
84030001,"Beaverhead, Montana, US",0,0,0,0
84030003,"Big Horn, Montana, US",0,0,0,0
84030005,"Blaine, Montana, US",0,0,0,0
84030007,"Broadwater, Montana, US",0,0,0,0
84030009,"Carbon, Montana, US",0,0,0,0
84030011,"Carter, Montana, US",0,0,0,0
84030013,"Cascade, Montana, US",2,2,2,2
84030015,"Chouteau, Montana, US",0,0,0,0
84030017,"Custer, Montana, US",0,0,0,0
84030019,"Daniels, Montana, US",0,0,0,0
84030021,"Dawson, Montana, US",0,0,0,0
84030023,"Deer Lodge, Montana, US",0,0,0,0
84030025,"Fallon, Montana, US",0,0,0,0
84030027,"Fergus, Montana, US",0,0,0,0
84030029,"Flathead, Montana, US",2,2,2,2
84030031,"Gallatin, Montana, US",1,1,1,1
84030033,"Garfield, Montana, US",0,0,0,0
84030035,"Glacier, Montana, US",0,0,0,0
84030037,"Golden Valley, Montana, US",0,0,0,0
84030039,"Granite, Montana, US",0,0,0,0
84030041,"Hill, Montana, US",0,0,0,0
84030043,"Jefferson, Montana, US",0,0,0,0
84030045,"Judith Basin, Montana, US",0,0,0,0
84030047,"Lake, Montana, US",0,0,0,0
84030049,"Lewis and Clark, Montana, US",0,0,0,0
84030051,"Liberty, Montana, US",0,0,0,0
84030053,"Lincoln, Montana, US",1,1,1,1
84030055,"McCone, Montana, US",0,0,0,0
84030057,"Madison, Montana, US",1,1,1,1
84030059,"Meagher, Montana, US",0,0,0,0
84030061,"Mineral, Montana, US",0,0,0,0
84030063,"Missoula, Montana, US",1,1,1,1
84030065,"Musselshell, Montana, US",0,0,0,0
84030067,"Park, Montana, US",0,0,0,0
84030069,"Petroleum, Montana, US",0,0,0,0
84030071,"Phillips, Montana, US",0,0,0,0
84030073,"Pondera, Montana, US",0,0,0,0
84030075,"Powder River, Montana, US",0,0,0,0
84030077,"Powell, Montana, US",0,0,0,0
84030079,"Prairie, Montana, US",0,0,0,0
84030081,"Ravalli, Montana, US",0,0,0,0
84030083,"Richland, Montana, US",0,0,0,0
84030085,"Roosevelt, Montana, US",0,0,0,0
84030087,"Rosebud, Montana, US",0,0,0,0
84030089,"Sanders, Montana, US",0,0,0,0
84030091,"Sheridan, Montana, US",0,0,0,0
84030093,"Silver Bow, Montana, US",0,0,0,0
84030095,"Stillwater, Montana, US",0,0,0,0
84030097,"Sweet Grass, Montana, US",0,0,0,0
84030099,"Teton, Montana, US",0,0,0,0
84030101,"Toole, Montana, US",6,6,6,6
84030103,"Treasure, Montana, US",0,0,0,0
84030105,"Valley, Montana, US",0,0,0,0
84030107,"Wheatland, Montana, US",0,0,0,0
84030109,"Wibaux, Montana, US",0,0,0,0
84030111,"Yellowstone, Montana, US",3,3,3,3
84031001,"Adams, Nebraska, US",11,11,11,11
84031003,"Antelope, Nebraska, US",0,0,0,0
